case_id,controller,time_s,position_error_m
Scene03,RA-GCA-CGHTE,23.9,0.00024323310486656368
Scene03,RA-GCA-CGHTE,24.0,0.0002562278041883829
Scene03,RA-GCA-CGHTE,24.1,0.0002689003865265691
Scene03,RA-GCA-CGHTE,24.2,0.0002831247763710429
Scene03,RA-GCA-CGHTE,24.3,0.00029860384425708204
Scene03,RA-GCA-CGHTE,24.4,0.0003151341968477501
Scene03,RA-GCA-CGHTE,24.5,0.00033252419043073347
Scene03,RA-GCA-CGHTE,24.6,0.0003505866467658156
Scene03,RA-GCA-CGHTE,24.7,0.00036913881850381196
Scene03,RA-GCA-CGHTE,24.8,0.00038800567413604584
Scene03,RA-GCA-CGHTE,24.9,0.0004070252053820052
Scene03,RA-GCA-CGHTE,25.0,0.00042605371774013194
Scene03,RA-GCA-CGHTE,25.1,0.00044497055932806665
Scene03,RA-GCA-CGHTE,25.2,0.0004636803689645731
Scene03,RA-GCA-CGHTE,25.3,0.0004821139201875897
Scene03,RA-GCA-CGHTE,25.4,0.0005002269369780496
Scene03,RA-GCA-CGHTE,25.5,0.0005179971454166706
Scene03,RA-GCA-CGHTE,25.6,0.000535420699710988
Scene03,RA-GCA-CGHTE,25.7,0.0005525080496450966
Scene03,RA-GCA-CGHTE,25.8,0.0005692796788187558
Scene03,RA-GCA-CGHTE,25.9,0.0005857624289907917
Scene03,RA-GCA-CGHTE,26.0,0.000601986137603753
Scene03,RA-GCA-CGHTE,26.1,0.0006179808361307396
Scene03,RA-GCA-CGHTE,26.2,0.0006337747902059358
Scene03,RA-GCA-CGHTE,26.3,0.0006493932851153406
Scene03,RA-GCA-CGHTE,26.4,0.0006648578488512899
Scene03,RA-GCA-CGHTE,26.5,0.0006801860762961321
Scene03,RA-GCA-CGHTE,26.6,0.0006953915808643042
Scene03,RA-GCA-CGHTE,26.7,0.0007104845885981486
Scene03,RA-GCA-CGHTE,26.8,0.0007254725066597298
Scene03,RA-GCA-CGHTE,26.9,0.0007403605127066041
Scene03,RA-GCA-CGHTE,27.0,0.000755151780819604
Scene03,RA-GCA-CGHTE,27.1,0.0007698484615455522
Scene03,RA-GCA-CGHTE,27.2,0.0007844520532783492
Scene03,RA-GCA-CGHTE,27.3,0.0007989633565521871
Scene03,RA-GCA-CGHTE,27.4,0.0008133831315073348
Scene03,RA-GCA-CGHTE,27.5,0.0008277121154524511
Scene03,RA-GCA-CGHTE,27.6,0.000841950957287755
Scene03,RA-GCA-CGHTE,27.7,0.0008561001872021982
Scene03,RA-GCA-CGHTE,27.8,0.0008701603868169242
Scene03,RA-GCA-CGHTE,27.9,0.0008841319112343016
Scene03,RA-GCA-CGHTE,28.0,0.000898014923665306
Scene03,RA-GCA-CGHTE,28.1,0.0009118094551013283
Scene03,RA-GCA-CGHTE,28.2,0.0009255150485114369
Scene03,RA-GCA-CGHTE,28.3,0.0009391395278875482
